OPERATION_PRODUCT,OPERATION_ID,EMPLOYEE_ID,MACHINE_CODE,SHIFT,HOUR,OT_FLAG,PLANED_QUANTITY,PM_EMPLOYEE_ID,IS_SCRAP
F6A01513.BLANK_2_HOLES_PIERCE,O0089,E1036 ,PP04,General,2,0,590,E1043,1
F7182114.SPOT_WELD,O0068,E1051 ,SW01,General,1,0,989,E1060,1
FA974313.TRIM,O0072,E1036 ,PP02,General,1,0,629,E1043,1
B0Y17741.BLANK_HOLE_PIERCE,O0095,E1032 ,PP02,General,2,0,1008,E1043,1
FA974313.FORM,O0041,E1037 ,PP03,General,1,0,637,E1043,1
9709090124.3RD_DRAW,O0004,E1046,HP04,General,1,0,200,E1043,1
B0Y17736.BLANK_HOLE_PIERCE,O0095,E1032 ,PP02,General,1,0,1008,E1019,1
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,3,0,458,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1011 ,ROW2,General,6,0,1352,E1010,1
100260710.DEBUR,O0026,E057,DB01,General,2,0,600,E1010,1
100261280.EMBOSS,O0030,E1011,PP13,General,5,0,158,E1010,1
B0Y18702.BLANK_2_HOLES_PIERCE,O0089,E1036 ,PP04,General,1,0,780,E1043,1
4721951294.BEND,O0015,E1035 ,HP02,General,3,0,1456,E1043,1
9259076592.NOTCH,O0051,E1053,NM01,General,2,0,180,E1010,1
9254916692.3RD_DRAW,O0004,E1033,HP03,General,1,0,670,E1043,1
9259076592.ROBOT_CO2_WELD,O0060,E1050,ROW2,General,2,0,142,E1010,1
9254916692.SIDE_HOLES_PIERCE,O0063,E1027 ,PP04,General,1,0,1035,E1019,1
100261280.EMBOSS,O0030,E1011,PP09-13,General,1,0,202,E1010,1
100261280.CO2_WELD,O0021,E1059,MIG01,General,1,0,272,E1010,1
B5437304-F2866213.BLANK,O0019,E1031 ,PP06,General,2,0,672,E1043,1
B5437305-F2866313.FOLD,O0037,E1035 ,HP02,General,2,0,672,E1043,1
B5437304-F2866213.U_FOLD,O0096,E1029 ,HP02,General,1,0,671,E1043,1
9254916692.TOP_HOLES_PIERCE,O0070,E057 ,PP13,General,1,0,882,E1010,1
F1105313-WHEEL_NUT.BLANK,O0019,E1012 ,PP07,General,1,0,1090,E1043,1
B5433269.FOLD,O0037,E1036 ,PP06,General,2,0,583,E1043,1
F2834513.FOLD,O0037,E1047 ,HP02,General,2,0,500,E1043,1
9253920415.LIP_FORM,O0050,E1011 ,PP12,General,3,0,787,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E057,PP12,General,1,0,70,E1010,1
100261520.1ST_DRAW,O0002,E040 ,HP06,General,1,0,1471,E1019,1
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,2,0,602,E1010,1
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,1,0,355,E1010,1
F2839513.PART,O0123,E1031 ,PP06,General,3,0,200,E1043,1
FD202413.BLANK,O0019,E1031 ,PP06,General,5,0,500,E1043,1
FD202313.BLANK,O0019,E1031 ,PP06,General,6,0,500,E1043,1
9253920415.TOP_HOLES_PIERCE,O0070,E1011 ,PP09-13,General,2,0,247,E1010,1
B5503294.FOLD,O0037,E1037 ,PP03,General,3,0,308,E1015,1
9253920206.1ST_DRAW,O0002,E1030,PP08,General,1,0,450,E1043,1
9253920206.TRIM,O0072,E1030,PP08,General,3,0,450,E1015,1
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,6,0,450,E1015,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,1,0,250,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,5,0,350,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,1,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,6,0,350,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,2,0,250,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,2,0,250,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1027 ,PP04,General,1,0,750,E1015,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1027 ,PP04,General,1,0,1250,E1043,1
9253920206.TRIM,O0072,E1030,PP08,General,1,0,550,E1043,1
F5058914.PARTNO_PUNCH,O0127,E1024,PP02,General,1,0,128,E1043,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,2,0,250,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,5,0,250,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,7,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,2,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,4,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,6,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,8,0,150,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,3,0,250,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,5,0,250,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,7,0,250,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,8,0,150,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,3,0,250,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,6,0,250,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,8,0,150,E1010,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,3,0,500,E1010,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,4,0,500,E1010,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,8,0,198,E1010,1
9253920205.BLANK,O0019,E1024,BL01,General,2,0,1500,E1024,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,1,0,500,E1010,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,3,0,500,E1010,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,5,0,500,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,2,0,500,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,7,0,500,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,1,0,500,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,6,0,500,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,2,0,500,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,4,0,500,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,8,0,198,E1010,1
F7900714.CENTRE_PIERCE,O0020,E1043,PP02,General,1,0,508,E1043,1
9253920206.LIP_FORM,O0050,E1030,PP08,General,4,0,280,E1015,1
9253920206.DEBUR,O0026,E057,DB01,General,7,0,280,E1015,1
B5503206.BLANK,O0019,E1036,PP02,General,1,0,300,E1015,1
B5503208.BLANK,O0019,E1036,PP02,General,1,0,340,E1015,1
F7204510.OUTER_FORM,O0120,E1037,PP04,General,2,0,600,E1015,1
F7204510.HOLE_PIERCE,O0043,E1037,PP04,General,1,0,600,E1015,1
FL203313.CROP,O0102,E1037,PP04,General,2,0,500,E1015,1
9709010394.1ST_DRAW,O0002,E1043,HP05,General,1,0,512,E1015,1
100260650.TRIM,O0072,E057,PP11,General,1,0,2300,E1010,1
FL200713.FORM,O0041,E1037,PP02,General,1,0,1050,E1043,1
FL203613.FLANGE_FOLD,O0113,E1012,PP07,General,1,0,525,E1043,1
F5058914.PARTNO_PUNCH,O0127,E1032,MP01,General,3,0,340,E1043,1
9253920206.TOP_HOLES_PIERCE,O0070,E1030,PP08,General,4,0,720,E1043,1
F5058914.9_HOLES_PIERCE,O0010,E1024,PP02,General,1,0,2,E1024,1
9253920206.BLANK,O0019,E1024,BL01,General,1,0,3200,E1024,1
9259076592.NOTCH,O0051,E1011,NM01,General,1,0,2086,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1011 ,ROW2,General,4,0,230,E1010,1
9709090124.COLLAR_FORM,O0022,E039,HP02,General,1,0,1000,E1015,1
9254916692.4TH_DRAW,O0005,E1027,HP03,General,1,0,668,E1043,1
B0Y17736.U_FOLD,O0096,E1037,PP03,General,2,0,1002,E1043,1
F2P00510-L_BRKT.5_HOLES_PIERCE,O0085,E1036 ,PP06,General,2,0,336,E1043,1
100261280.1ST_DRAW,O0002,E1011,PP09,General,4,0,180,E1010,1
100261280.2ND_DRAW,O0003,E1011,PP10,General,2,0,155,E1010,1
100261280.2ND_DRAW,O0003,E1011,PP10,General,5,0,158,E1010,1
100261280.TRIM,O0072,E1011,PP11,General,4,0,175,E1010,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,2,0,155,E1010,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,5,0,158,E1010,1
100261280.EMBOSS,O0030,E1011,PP13,General,2,0,155,E1010,1
F2P00510-L_BRKT.BLANK,O0019,E057,PP07,General,1,0,336,E1043,1
9259076592.BLANK,O0019,E1024,BL01,General,1,0,2000,E1024,1
F1105313-WHEEL_NUT.10_HOLES_PIERCE,O0076,E1012 ,PP07,General,1,0,1089,E1043,1
F6A01313.BLANK_2_HOLES_PIERCE,O0089,E1037,PP03,General,1,0,510,E1043,1
F6A01413.FOLD,O0037,E1037,PP03,General,5,0,510,E1043,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,2,0,330,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,2,0,291,E1010,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,4,0,180,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,2,0,280,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,6,0,230,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,3,0,120,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,6,0,230,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,7,0,329,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,4,0,180,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,6,0,230,E1010,1
F8753414-ACC_CABLE.PARTNO_PUNCH,O0127,E1029,MP01,General,1,0,540,E1043,1
9259076592.NOTCH,O0051,E1050,NM01,General,3,0,736,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1050,ROW2,General,3,0,880,E1010,1
FL203213.4_HOLES_PIERCE2,O0083,E1029,PP06,General,2,0,500,E1043,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,2,0,291,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,2,0,291,E1010,1
F2834413.FORM,O0041,E1047,HP02,General,1,0,230,E1043,1
F2834413.FORM,O0041,E1047,HP02,General,5,0,150,E1043,1
100262820.FORM,O0041,E057,PP07,General,4,0,1280,E1043,1
9253920205.2ND_DRAW,O0003,E1043,PP08,General,2,0,1500,E1043,1
9253920206.2ND_DRAW,O0003,E1012,PP08,General,2,0,3200,E1043,1
9253920206.LETTER_PUNCH,O0049,E1012,PP08,General,6,0,3200,E1043,1
9709090124.3RD_DRAW,O0004,E1046,HP04,General,1,0,650,E1043,1
100260650.CO2_WELD,O0021,E1051,MIG01,General,3,0,240,E1010,1
B1E23401-LEVER_ARM.FORM,O0041,E1024,PP02,General,2,0,612,E1024,1
9253920205.DEBUR,O0026,E1043,PP08,General,1,0,1500,E1043,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,2,0,2182,E1010,1
9259076592.NOTCH,O0051,E1050,NM01,General,1,0,375,E1010,1
9259076592.NOTCH,O0051,E1050,NM01,General,2,0,327,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1050,ROW2,General,1,0,375,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1050,ROW2,General,2,0,327,E1010,1
F1146514.PARTNO_PUNCH,O0127,E1032,PP06,General,2,0,120,E1043,1
100260710.BLANK,O0019,E1024,BL01,General,1,0,2635,E1024,1
9254916692.NOTCH,O0051,E1032,MP01,General,2,0,300,E1043,1
B5433269.SPOT_WELD,O0068,E1052,SW01,General,3,0,583,E1010,1
F2834413.TRIM_3_HOLES_PIERCE_PART,O0148,E1012,PP07,General,1,0,450,E1043,1
100261121.HOLE_PIERCE,O0043,E1036,PP02,General,1,0,380,E1043,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,1,0,1618,E1010,1
100260710.DEBUR,O0026,E1011,DB01,General,1,0,1200,E1010,1
F7182114.4_HOLES_PIERCE,O0013,E1036,PP02,General,3,0,800,E1043,1
B1E20504-GUSSET_40NOS_STRIP.BLANK,O0019,E1031,PP06,General,1,0,600,E1043,1
9709090124.1ST_DRAW,O0002,E1033,HP02,General,1,0,760,E1043,1
100261121.SIDE_HOLES_PIERCE,O0063,E1032,PP04,General,2,0,380,E1043,1
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,200,E1043,1
9253920415.1ST_DRAW,O0002,E1011,PP09,General,3,0,787,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,1,0,2110,E1010,1
9253920415.TRIM,O0072,E1011,PP11,General,3,0,787,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,1,0,2110,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,1,0,327,E1010,1
100260710.CO2_WELD,O0021,E1051,MIG01,General,1,0,278,E1010,1
B5503207.SPOT_WELD,O0068,E1052,SW01,General,2,0,610,E1010,1
9259076592.LEAK_CHECK,O0048,E1054,ROW2,General,1,0,188,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,2,0,69,E1010,1
FL204913.FLANGE_FOLD,O0113,E1032,PP02,General,2,0,504,E1043,1
FL204913.BLANK_2_HOLES_PIERCE,O0089,E057,PP03,General,2,0,504,E1043,1
100260650.CO2_WELD,O0021,E1051,MIG01,General,4,0,476,E1010,1
9253920206.TOP_HOLES_PIERCE,O0070,E1030,PP08,General,5,0,3000,E1043,1
9259076592.1ST_DRAW,O0002,E057,PP09,General,3,0,70,E1010,1
9259076592.2ND_DRAW,O0003,E057,PP10,General,5,0,580,E1010,1
9259076592.TRIM,O0072,E057,PP11,General,4,0,280,E1010,1
9259076592.RELEASE_PUNCH,O0059,E057,PP12,General,4,0,280,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP13,General,5,0,580,E1010,1
100262820.CO2_WELD,O0021,E1059,MIG06,General,2,0,1680,E1010,1
9259076592.NOTCH,O0051,E1053,NM01,General,3,0,1004,E1010,1
100260650.CO2_WELD,O0021,E1059,MIG01,General,1,0,868,E1010,1
9254916692.1ST_DRAW,O0002,E057,HP06,General,2,0,108,E1016,1
9254916692.3RD_DRAW,O0004,E1001,HP05,Second,2,0,60,E1016,1
9254916692.2ND_DRAW,O0003,E1028,HP04,Second,5,0,100,E1016,1
100260710.2ND_DRAW,O0003,E057,PP10,Second,3,0,50,E1016,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,Second,1,0,550,E1016,1
9254916692.4TH_DRAW,O0005,E1001,HP05,Second,3,0,153,E1043,1
9254916692.1ST_DRAW,O0002,E057,HP06,Second,2,0,100,E1016,1
9259076592.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,2,0,310,E1060,1
B5437305-F2866313.BLANK,O0019,E1031,PP06,General,3,0,504,E1043,1
B0Y17723.4_HOLES_PIERCE,O0013,E1027,PP04,General,4,0,728,E1043,1
FL204913.U_FOLD,O0096,E1037,PP03,General,2,0,504,E1043,1
B0Y17723.FOLD,O0037,E1037,PP03,General,6,0,728,E1043,1
B5437304-F2866213.FOLD,O0037,E1035,HP02,General,1,0,504,E1043,1
100260710.BLANK,O0019,E1024,BL01,General,1,0,3680,E1024,1
9253920206.TRIM,O0072,E1011,PP11,General,3,0,269,E1043,1
FD203113.FORM,O0041,E1032,PP03,General,1,0,576,E1043,1
100262820.CO2_WELD,O0021,E1059,MIG06,General,1,0,1000,E1010,1
9259076592.1ST_DRAW,O0002,E057,PP09,General,2,0,1150,E1010,1
9259076592.RELEASE_PUNCH,O0059,E057,PP12,General,2,0,1150,E1010,1
100262820.FORM,O0041,E057,PP07,General,1,0,1000,E1043,1
100261520.1ST_DRAW,O0002,E040,HP05,General,1,0,682,E1043,1
F2835113.FOLD,O0037,E1035,HP02,General,4,0,500,E1043,1
B5437305-F2866313.PARTNO_PUNCH,O0127,E1035,MP01,General,2,0,504,E1043,1
FD202513.PART,O0123,E1029,PP04,General,1,0,560,E1043,1
100261280.1ST_DRAW,O0002,E1011,PP09,General,2,0,240,E1010,1
100261280.2ND_DRAW,O0003,E1011,PP10,General,2,0,220,E1010,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,3,0,230,E1010,1
100261280.EMBOSS,O0030,E1011,PP13,General,4,0,100,E1010,1
100261280.1ST_DRAW,O0002,E1011,PP09,Second,2,0,300,E1043,1
100261280.1ST_DRAW,O0002,E1011,PP09,Second,6,0,200,E1043,1
100261280.TRIM,O0072,E1011,PP11,Second,3,0,200,E1043,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,Second,5,0,200,E1043,1
100261280.EMBOSS,O0030,E1011,PP13,Second,1,0,200,E1043,1
100261280.EMBOSS,O0030,E1011,PP13,Second,5,0,200,E1043,1
100261280.EMBOSS,O0030,E1011,PP13,Second,6,0,200,E1043,1
B0Y18723.SPOT_WELD,O0068,E1052,SW01,General,1,0,306,E1010,1
B0Y18723.CENTRE_PIERCE,O0020,E1030,PP08,General,3,0,306,E1043,1
100261281.EMBOSS,O0030,E1011,PP10,General,1,0,230,E1010,1
FE300513.CROP2,O0109,E1047,HP02,General,1,0,510,E1043,1
F1105313-WHEEL_NUT.CENTRE_PIERCE,O0020,E1027,PP04,General,1,0,1000,E1043,1
9259076592.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,1,0,609,E1010,1
9254916692.1ST_DRAW,O0002,E057,HP06,Second,1,0,200,E1043,1
9254916692.2ND_DRAW,O0003,E1028,HP04,Second,1,0,200,E1043,1
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,3,0,360,E1010,1
100262820.CO2_WELD,O0021,E1059,MIG06,General,1,0,262,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,282,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,1,0,120,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,4,0,220,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,5,0,260,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,7,0,355,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,3,0,240,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,6,0,240,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,3,0,240,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,6,0,240,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,7,0,355,E1010,1
100260710.1ST_DRAW,O0002,E057,PP09,General,1,0,1865,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E057,PP12,General,1,0,1865,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,5,0,260,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,6,0,355,E1010,1
B0Y17788.SPOT_WELD,O0068,E1056,SW01,General,1,0,315,E1010,1
100262820.CO2_WELD,O0021,E1059,MIG06,General,1,0,2668,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,1,0,708,E1010,1
9253920206.1ST_DRAW,O0002,E1011,PP09,General,1,0,4131,E1010,1
F7H00114.BLANK_CENTRE_PIERCE,O0094,E1024,SH01,General,1,0,1590,E1024,1
B2J00701-FA901214.18_HOLE_PIERCE_WITH_CROP,O0079,E1031,PP06,General,2,0,513,E1019,1
9254916692.TRIM,O0072,E057,HP05,General,1,0,1035,E1019,1
B5433269.END_CROP,O0111,E1046,PP04,General,1,0,506,E1019,1
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,2,0,1050,E1010,1
F1105313-WHEEL_NUT.10_HOLES_PIERCE,O0076,E1043,HP05,General,3,0,1000,E1043,1
9709010394.COLLAR_FORM,O0022,E1043,HP05,General,4,0,44,E1043,1
9253920206.2ND_DRAW,O0003,E1011,PP10,General,1,0,4131,E1010,1
F2834413.FORM,O0041,E1035,HP02,General,1,0,432,E1043,1
F2834513.FORM,O0041,E1035,HP02,General,1,0,432,E1043,1
9709090124.BLANK,O0019,E1031,PP06,General,5,0,1000,E1043,1
F2834513.PARTNO_PUNCH,O0127,E039,MP01,General,2,0,432,E1043,1
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,3,0,242,E1010,1
9259076592.BLANK,O0019,E1024,BL01,General,1,0,4410,E1024,1
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,321,E1015,1
F2839613.RIB_FORM,O0132,E1031,PP06,General,2,0,200,E1043,1
F1146514.BLANK,O0019,E1031,PP06,General,9,1,500,E1043,1
B5503203.BLANK,O0019,E1031,PP06,General,12,1,300,E1043,1
B5437305-F2866313.FOLD,O0037,E1035,HP02,General,15,1,100,E1043,1
FD201713.FORM,O0041,E1037,PP04,General,3,0,567,E1043,1
B5433265-F2862613.RIB_FORM2,O0134,E1032,HP02,General,3,0,298,E1043,1
FD202413.PART_HOLE_PIERCE,O0126,E1027,PP02,General,1,0,499,E1043,1
FD202413.FLARE,O0114,E1027,PP02,General,3,0,499,E1043,1
B5433265-F2862713.FORM,O0041,E1035,HP02,General,2,0,504,E1043,1
B5433265-F2862713.PARTNO_PUNCH,O0127,E1036,MP01,General,1,0,504,E1043,1
B5503208.FORM,O0041,E039,PP03,General,1,0,304,E1043,1
B5503208.2_HOLES_PIERCE,O0008,E1036,PP02,General,1,0,304,E1043,1
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,310,E1010,1
B0Y17771.SPOT_WELD,O0068,E1052,SW01,General,1,0,908,E1010,1
9709090124.COLLAR_FORM,O0022,E056,HP03,General,2,0,530,E1015,1
100261520.LEAK_CHECK,O0048,E1024,LM01,General,4,0,196,E1010,1
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,1,0,310,E1010,1
B5503204.FOLD,O0037,E1036,PP03,General,4,0,300,E1043,1
B5437305-F2866313.U_FOLD,O0096,E1035,HP02,General,4,0,504,E1043,1
B0Y17729.4_HOLES_PIERCE,O0013,E1012,PP07,General,2,0,100,E1043,1
9253920205.SIDE_4_HOLE_PIERCE,O0061,E1027,PP04,General,1,0,2917,E1015,1
B0105204-F1M03414.FORM,O0041,E1047,HP02,General,1,0,210,E1015,1
9709090124.BLANK,O0019,E040,HP04,Second,1,0,3100,E1043,1
9709090124.COLLAR_FORM,O0022,E056,HP03,General,3,0,264,E1015,1
9709090124.3RD_DRAW,O0004,E1033,HP06,General,2,0,445,E1015,1
B0Y17729.OUTER_TRIM,O0121,E1012,PP07,General,4,0,100,E1043,1
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,2,0,236,E1010,1
9259076592.NOTCH,O0051,E1053,NM01,General,2,0,107,E1010,1
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,2,0,236,E1010,1
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,4,0,20,E1010,1
100261520.LEAK_CHECK,O0048,E1024,LM01,General,1,0,224,E1010,1
B5503203.2_HOLES_PIERCE,O0008,E1037,PP03,General,1,0,300,E1043,1
B0105204-GUSSET2.2_HOLES_PIERCE,O0008,E1032,PP02,General,3,0,850,E1043,1
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,1,0,200,E1010,1
B5503294.CROP_3_HOLES_PIERCE,O0105,E1031,PP06,General,3,0,308,E1015,1
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,130,E1015,1
B5503259.SPOT_WELD,O0068,E1052,SW01,General,2,0,202,E1010,1
B5503203.SPOT_WELD,O0068,E1052,SW01,General,2,0,300,E1010,1
F6A03013.RIB_FORM,O0132,E1037,PP03,General,1,0,357,E1043,1
9253920206.BLANK,O0019,E1024,BL01,General,1,0,2700,E1024,1
B6105404.SPOT_WELD,O0068,E1052,SW02,General,1,0,700,E1010,1
9253920206.DEBUR,O0026,E1030,DB01,General,1,0,2770,E1043,1
B6105404.CO2_WELD,O0021,E1052,MIG04,General,1,0,700,E1010,1
9259076592.NOTCH,O0051,E1053,NM01,General,3,0,380,E1010,1
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,1,0,270,E1010,1
100262820.CURL,O0025,E1055,MIG03,General,1,0,800,E1010,1
100262820.CO2_WELD,O0021,E1055,MIG04,General,1,0,800,E1010,1
F6A03113.TRIM,O0072,E1036,PP03,General,2,0,357,E1043,1
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,3,0,480,E1010,1
3700510002-3700510004.BLANK,O0019,E1031,PP06,Second,1,0,960,E1043,1
3700510002-3700510004.2ND_DRAW,O0003,E039,HP05,Second,1,0,150,E1043,1
3700510002-3700510004.3RD_DRAW,O0004,E040,HP05,Second,2,0,150,E1043,1
