OPERATION_PRODUCT,OPERATION_ID,EMPLOYEE_ID,MACHINE_CODE,SHIFT,HOUR,OT_FLAG,PLANED_QUANTITY,PM_EMPLOYEE_ID,IS_SCRAP
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,2,0,230,E1043,1
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,7,0,150,E1043,1
F0708010.SQUARE_CUT1,O0138,E1037,PP04,General,1,0,10,E1015,1
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,1,0,207,E1010,1
100261280.CO2_WELD,O0021,E1059,MIG01,General,1,0,152,E1010,1
B5437304-F2866213.PARTNO_PUNCH,O0127,E1030,PP02,General,1,0,504,E1043,1
B5437305-F2866313.PARTNO_PUNCH,O0127,E1030,PP02,General,2,0,504,E1043,1
F7205310.SHEAR,O0001,E057,BL01,General,1,0,1050,E1024,0
100260710.BLANK,O0019,E1024,BL01,General,1,0,2000,E1024,0
9253920206.BLANK,O0019,E1024,BL01,General,2,0,2000,E1024,0
9253920206.2ND_DRAW,O0003,E1030,PP08,General,2,0,450,E1043,0
9253920206.LIP_FORM,O0050,E1030,PP08,General,4,0,450,E1015,0
9253920206.TOP_HOLES_PIERCE,O0070,E1030,PP08,General,5,0,450,E1015,0
9253920206.1ST_DRAW,O0002,E1030,PP08,General,7,0,550,E1015,0
9253920206.2ND_DRAW,O0003,E1030,PP08,General,8,0,550,E1015,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,2,0,250,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,3,0,250,E1010,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,4,0,300,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,6,0,350,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,7,0,300,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,2,0,250,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,3,0,250,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,4,0,250,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,5,0,350,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,7,0,300,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,1,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,3,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,4,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,5,0,350,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,6,0,350,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,7,0,300,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,1,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,3,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,4,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,5,0,350,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,6,0,350,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,7,0,300,E1010,0
F5058914.9_HOLES_PIERCE,O0010,E1024,PP02,General,1,0,128,E1043,0
9254916692.BLANK,O0019,E1031,PP06,General,2,0,882,E1015,0
F5058914.FOLD,O0037,E1024,PP04,General,1,0,128,E1015,0
FL203313.4_HOLES_PIERCE1,O0082,E1027,PP04,General,2,0,500,E1015,0
9701910114.BLANK,O0019,E1024,BL01,General,1,0,2500,E1024,0
100260710.BLANK,O0019,E1024,BL01,General,2,0,1900,E1024,0
9253920206.LIP_FORM,O0050,E1030,PP08,General,2,0,550,E1043,0
9253920206.TOP_HOLES_PIERCE,O0070,E1030,PP08,General,3,0,550,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,4,0,550,E1043,0
F5058914.CROP,O0102,E1024,PP04,General,1,0,128,E1043,0
9259076592.BLANK,O0019,E1010,BL01,General,1,0,3698,E1024,1
100260710.1ST_DRAW,O0002,E1011,PP09,General,1,0,250,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,3,0,250,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,4,0,250,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,6,0,250,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,8,0,150,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,1,0,250,E1010,1
100260710.2ND_DRAW,O0003,E1011,PP10,General,3,0,250,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,5,0,250,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,7,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,1,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,2,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,4,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,6,0,250,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,8,0,150,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,1,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,2,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,3,0,250,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,4,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,5,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,6,0,250,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,7,0,250,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,1,0,250,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,2,0,250,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,4,0,250,E1010,1
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,5,0,250,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E1011,PP13,General,7,0,250,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,1,0,500,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,2,0,500,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,5,0,500,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,6,0,500,E1010,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,7,0,500,E1010,0
9701910114.BLANK,O0019,E1024,BL01,General,1,0,1980,E1024,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,2,0,500,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,4,0,500,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,6,0,500,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,7,0,500,E1010,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,8,0,198,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,1,0,500,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,3,0,500,E1010,1
9259076592.TRIM,O0072,E1011,PP11,General,4,0,500,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,5,0,500,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,6,0,500,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,8,0,198,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,2,0,500,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,3,0,500,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,4,0,500,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,5,0,500,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,7,0,500,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,8,0,198,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,1,0,500,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,3,0,500,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,5,0,500,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,6,0,500,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,7,0,500,E1010,0
F7900714.SHEAR,O0001,E1024,NULL,General,1,0,1008,E1024,0
F8419814.SHEAR,O0001,E1024,SH01,General,2,0,320,E1024,1
F2860713.SHEAR,O0001,E1024,SH01,General,3,0,1800,E1024,0
9253920206.1ST_DRAW,O0002,E1030,PP08,General,1,0,280,E1015,0
9253920206.2ND_DRAW,O0003,E1030,PP08,General,2,0,280,E1015,1
9253920206.TRIM,O0072,E1030,PP08,General,3,0,280,E1015,0
9253920206.TOP_HOLES_PIERCE,O0070,E1030,PP08,General,5,0,280,E1015,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,6,0,280,E1015,1
9253920206.DEBUR,O0026,E057,DB01,General,8,0,1000,E1015,0
9709090124.BLANK,O0019,E1036,PP02,General,2,0,1000,E1015,0
B5503206.FORM,O0041,E1036,PP04,General,1,0,300,E1015,0
B5503206.2_HOLES_PIERCE,O0008,E1036,PP02,General,1,0,300,E1015,0
B5503208.FORM,O0041,E1036,PP08,General,1,0,340,E1015,0
B5503208.2_HOLES_PIERCE,O0008,E1036,PP08,General,1,0,340,E1015,0
F7204510.BLANK,O0019,E1037,PP04,General,1,0,600,E1015,1
F7204510.U_FORM,O0157,E1037,PP04,General,3,0,600,E1015,0
FL203313.FORM,O0041,E1029,HP02,General,1,0,500,E1015,0
FL203313.TRIM1,O0155,E1012,PP07,General,1,0,500,E1015,0
FL203313.REFORM,O0130,E1012,PP08,General,1,0,500,E1015,1
FL203313.TRIM2,O0156,E1037,PP02,General,1,0,500,E1015,0
FL203313.4_HOLES_PIERCE2,O0083,E1032,PP07,General,1,0,500,E1015,0
9254916692.1ST_DRAW,O0002,E1033,HP04,General,1,0,882,E1015,0
9254916692.2ND_DRAW,O0003,E1033,HP05,General,1,0,882,E1015,1
9254916692.3RD_DRAW,O0004,E040,MIG06,General,1,0,882,E1015,0
9254916692.4TH_DRAW,O0005,E039,HP03,General,1,0,882,E1015,0
9709010394.BLANK,O0019,E040,HP06,General,1,0,880,E1015,0
9709010394.2ND_DRAW,O0003,E1043,HP05,General,1,0,512,E1015,0
9709010394.3RD_DRAW,O0004,E1043,HP05,General,1,0,512,E1015,0
9709010394.COLLAR_FORM,O0022,E1043,HP05,General,1,0,512,E1015,1
9709010394.TRIM,O0072,E1043,HP05,General,1,0,512,E1015,0
B5437305-F2866313.BLANK,O0019,E1031,PP06,General,3,0,672,E1043,0
B5503206.SPOT_WELD,O0068,E1010,SW01,General,1,0,300,E1024,1
B5503208.SPOT_WELD,O0068,E1010,SW01,General,2,0,340,E1024,0
100260650.BLANK,O0019,E1024,BL01,General,1,0,2300,E1024,0
F8419814.CENTRE_PIERCE,O0020,E1032 ,PP03,General,1,0,320,E1043,0
100260650.1ST_DRAW,O0002,E057,PP09,General,1,0,2300,E1010,0
100260650.2ND_DRAW,O0003,E057,PP10,General,1,0,2300,E1010,1
100260650.9_HOLES_PIERCE,O0010,E057,PP12,General,1,0,2300,E1010,0
100260650.EMBOSS,O0030,E057,PP13,General,1,0,2300,E1010,0
100260710.DEBUR,O0026,E057,DB01,General,1,0,1000,E1010,0
100260710.DEBUR,O0026,E057,DB01,General,3,0,400,E1010,1
100260710.CO2_WELD,O0021,E057,MIG01,General,1,0,1000,E1010,0
100260710.CO2_WELD,O0021,E057,MIG01,General,2,0,600,E1010,0
100260710.CO2_WELD,O0021,E057,MIG01,General,3,0,400,E1010,1
FL200713.BLANK_2_HOLES_PIERCE,O0089,E1036,PP03,General,1,0,1050,E1043,0
F7900714.CENTRE_PIERCE,O0020,E1043,PP02,General,1,0,500,E1043,1
FA974313.8_HOLES_PIERCE,O0009,E1027 ,PP02,General,1,0,620,E1043,0
FL203613.BLANK,O0019,E1012,PP07,General,1,0,525,E1043,0
FL203713.BLANK,O0019,E1012,PP07,General,2,0,525,E1043,1
9253920206.1ST_DRAW,O0002,E1030,PP08,General,1,0,720,E1043,0
F5058914.9_HOLES_PIERCE,O0010,E1031 ,PP06,General,1,0,340,E1043,0
F5058914.CROP,O0102,E1031,PP06,General,2,0,340,E1043,1
9254916692.BLANK,O0019,E1031,PP06,General,3,0,1062,E1043,0
FL203613.U_FOLD,O0096,E1012,PP07,General,2,0,525,E1043,0
FL203613.PART,O0123,E1012,PP07,General,3,0,525,E1043,0
FL203713.FLANGE_FOLD,O0113,E1012,PP07,General,4,0,525,E1043,1
B5437304-F2866213.FOLD,O0037,E1035 ,HP02,General,1,0,671,E1043,0
F5058914.FOLD,O0037,E1035 ,HP02,General,3,0,340,E1043,0
B5437305-F2866313.U_FOLD,O0096,E1029,HP02,General,2,0,671,E1043,0
B5437304-F2866213.PARTNO_PUNCH,O0127,E1032,MP01,General,1,0,670,E1043,0
B5437305-F2866313.PARTNO_PUNCH,O0127,E1032,MP01,General,2,0,671,E1043,1
X1C06613.FORM1,O0115,E1037 ,PP03,General,1,0,1024,E1043,0
X1C06613.3_HOLES_PIERCE,O0012,E1037,PP03,General,2,0,1024,E1043,0
B0Y17741.FLANGE_FOLD,O0113,E1037,PP03,General,3,0,999,E1043,1
B0Y55402-OBD_BRKT.3_HOLES_PIERCE,O0012,E1027,PP04,General,1,0,1000,E1043,0
X1C06613.TRIM_10_HOLES_PIERCE,O0145,E1027,PP03,General,1,0,1024,E1043,0
X1C06613.FORM2,O0116,E1032,PP02,General,1,0,1024,E1043,1
FL203713.U_FOLD,O0096,E057 ,PP07,General,1,0,525,E1043,0
FL203713.PART,O0123,E057,PP07,General,2,0,525,E1043,0
9253920206.2ND_DRAW,O0003,E1030,PP08,General,1,0,720,E1043,1
9253920206.TRIM,O0072,E1030,PP08,General,2,0,720,E1043,0
9253920206.LIP_FORM,O0050,E1030,PP08,General,3,0,720,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,5,0,720,E1043,1
9253920206.DEBUR,O0026,E057,DB01,General,1,0,720,E1043,0
F5058914.PARTNO_PUNCH,O0127,E1024,PP02,General,2,0,2,E1024,0
F5058914.FOLD,O0037,E1024,PP04,General,1,0,2,E1024,0
F5058914.CROP,O0102,E1024,PP04,General,2,0,2,E1024,1
9709090124.SHEAR,O0001,E1024,NULL,General,1,0,2550,E1024,0
9254916692.TRIM,O0072,E057,PP11,General,1,0,882,E1010,0
9254916692.EMBOSS,O0030,E057,PP12,General,1,0,882,E1010,0
9709090124.BLANK,O0019,E1036,PP06,General,1,0,2550,E1043,1
9254916692.1ST_DRAW,O0002,E040 ,HP06,General,1,0,670,E1043,0
9254916692.2ND_DRAW,O0003,E039 ,HP04,General,1,0,670,E1043,0
9259076592.NOTCH,O0051,E1011,NM01,General,2,0,1352,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1011 ,ROW2,General,1,0,2086,E1010,0
9259076592.LEAK_CHECK,O0048,E1011,ROW2,General,2,0,2086,E1010,1
9259076592.NOTCH,O0051,E1011,NM01,General,3,0,230,E1010,0
9259076592.LEAK_CHECK,O0048,E1011,ROW2,General,5,0,230,E1010,1
9259076592.LEAK_CHECK,O0048,E1011,ROW2,General,7,0,1352,E1010,0
9709090124.1ST_DRAW,O0002,E1033,HP06,General,1,0,1000,E1015,0
9709090124.2ND_DRAW,O0003,E1033,HP04,General,1,0,1000,E1015,0
9709090124.3RD_DRAW,O0004,E1033,HP05,General,1,0,1000,E1015,0
B0Y17736.FLANGE_FOLD,O0113,E1032 ,PP02,General,2,0,1002,E1043,1
B5503207.SPOT_WELD,O0068,E1052,SW01,General,1,0,900,E1010,0
9253920206.1ST_DRAW,O0002,E1012,PP08,General,1,0,2023,E1043,0
B0Y17741.U_FOLD,O0096,E1037,PP03,General,1,0,999,E1043,0
100261280.BLANK,O0019,E057,BL01,General,1,0,2634,E1010,0
F1105313-WHEEL_NUT.CENTRE_PIERCE,O0020,E1036,PP06,General,1,0,1089,E1043,0
100261280.1ST_DRAW,O0002,E1011,PP09,General,1,0,368,E1010,1
100261280.1ST_DRAW,O0002,E1011,PP09,General,2,0,368,E1010,0
100261280.1ST_DRAW,O0002,E1011,PP09,General,3,0,180,E1010,0
100261280.1ST_DRAW,O0002,E1011,PP09,General,5,0,158,E1010,1
100261280.2ND_DRAW,O0003,E1011,PP10,General,1,0,368,E1010,0
100261280.2ND_DRAW,O0003,E1011,PP10,General,3,0,160,E1010,0
100261280.2ND_DRAW,O0003,E1011,PP10,General,4,0,175,E1010,0
100261280.TRIM,O0072,E1011,PP11,General,1,0,368,E1010,1
100261280.TRIM,O0072,E1011,PP11,General,2,0,155,E1010,0
100261280.TRIM,O0072,E1011,PP11,General,3,0,160,E1010,0
100261280.TRIM,O0072,E1011,PP11,General,5,0,158,E1010,0
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,1,0,368,E1010,0
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,3,0,160,E1010,1
100261280.9_HOLES_PIERCE,O0010,E1011,PP12,General,4,0,175,E1010,0
100261280.EMBOSS,O0030,E1011,PP13,General,1,0,368,E1010,0
100261280.EMBOSS,O0030,E1011,PP13,General,3,0,160,E1010,0
100261280.EMBOSS,O0030,E1011,PP13,General,4,0,175,E1010,0
F1105313-WHEEL_NUT.FORM,O0041,E1035 ,HP02,General,1,0,1089,E1043,0
B0Y55402-OBD_BRKT.FOLD,O0037,E1029 ,MP01,General,1,0,1000,E1043,1
9701910114.BLANK,O0019,E1024,BL01,General,2,0,3554,E1024,0
9259076592.BLANK,O0019,E1024,BL01,General,3,0,2182,E1024,0
FL203213.TRIM1,O0155,E1012,PP07,General,2,0,500,E1043,0
FL203213.REFORM,O0130,E1012,PP07,General,3,0,500,E1043,1
FL203213.FORM,O0041,E1035,HP02,General,1,0,500,E1043,0
F6A01413.BLANK_2_HOLES_PIERCE,O0089,E1037,PP03,General,2,0,510,E1043,0
F8753414-ACC_CABLE.BEND,O0015,E1037 ,PP03,General,3,0,540,E1043,0
F6A01313.FOLD,O0037,E1037,PP03,General,4,0,510,E1043,1
FL203213.4_HOLES_PIERCE1,O0082,E1037,PP03,General,6,0,500,E1043,0
FL203213.CROP,O0102,E1037,PP03,General,7,0,209,E1043,0
FL203213.CROP,O0102,E1037,PP03,General,8,0,291,E1043,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,1,0,360,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,3,0,280,E1010,1
9259076592.1ST_DRAW,O0002,E1011,PP09,General,4,0,360,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,5,0,240,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,6,0,230,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,7,0,329,E1010,1
9254916692.TRIM,O0072,E1011,PP11,General,1,0,668,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,3,0,2182,E1010,0
F1105313-WHEEL_NUT.FLARE,O0114,E1036 ,PP06,General,1,0,1089,E1043,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,1,0,330,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,2,0,280,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,3,0,120,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,5,0,240,E1010,1
9259076592.2ND_DRAW,O0003,E1011,PP10,General,6,0,230,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,7,0,329,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,1,0,330,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,3,0,120,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,4,0,180,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,5,0,240,E1010,0
9259076592.TRIM,O0072,E1011,PP11,General,7,0,329,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,1,0,330,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,2,0,280,E1010,1
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,4,0,180,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,5,0,240,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,1,0,330,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,2,0,280,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,3,0,120,E1010,1
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,5,0,240,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,7,0,329,E1010,0
9259076592.NOTCH,O0051,E1050,NM01,General,1,0,140,E1010,0
9259076592.NOTCH,O0051,E1050,NM01,General,2,0,240,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1050,ROW2,General,1,0,88,E1010,0
FL203213.TRIM2,O0156,E1029,PP06,General,1,0,500,E1043,1
9709090124.1ST_DRAW,O0002,E1033,HP02,General,1,0,650,E1043,0
9254916692.EMBOSS,O0030,E1011,PP12,General,1,0,668,E1010,0
9259076592.RELEASE_PUNCH,O0059,E1011,PP12,General,3,0,2182,E1010,1
9254916692.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,1,0,667,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,3,0,2182,E1010,0
9709090124.2ND_DRAW,O0003,E1033,HP04,General,1,0,650,E1043,0
9254916692.SIDE_HOLES_PIERCE,O0063,E1027 ,PP02,General,1,0,882,E1043,0
F2834513.FORM,O0041,E1047,HP02,General,2,0,230,E1043,1
F2834413.FORM,O0041,E1047,HP02,General,3,0,120,E1043,0
F2834513.FORM,O0041,E1047,HP02,General,4,0,120,E1043,0
F2834513.FORM,O0041,E1047,HP02,General,6,0,150,E1043,0
100262820.BLANK,O0019,E1030 ,PP08,General,1,0,2280,E1043,0
100262820.FORM,O0041,E057,PP07,General,2,0,700,E1043,0
100262820.FORM,O0041,E057,PP07,General,3,0,300,E1043,0
9254916692.NOTCH,O0051,E1011,NM01,General,1,0,882,E1010,0
9254916692.CO2_WELD,O0021,E1011,MIG01,General,1,0,882,E1010,1
9253920205.1ST_DRAW,O0002,E1043,PP08,General,1,0,1500,E1043,0
9253920205.TRIM,O0072,E1043,PP08,General,3,0,1500,E1043,0
9253920205.LIP_FORM,O0050,E1043,PP08,General,4,0,1500,E1043,1
9253920205.TOP_HOLES_PIERCE,O0070,E1043,PP08,General,5,0,1500,E1043,0
9253920205.LETTER_PUNCH,O0049,E1043,PP08,General,6,0,1500,E1043,0
9253920205.SIDE_4_HOLE_PIERCE,O0061,E1043,PP08,General,7,0,1500,E1043,0
9253920206.1ST_DRAW,O0002,E1012,PP08,General,1,0,1177,E1043,0
9253920206.TRIM,O0072,E1012,PP08,General,3,0,3200,E1043,1
9253920206.LIP_FORM,O0050,E1012 ,PP08,General,4,0,3200,E1043,0
9253920206.TOP_HOLES_PIERCE,O0070,E1012,PP08,General,5,0,3200,E1043,0
9254916692.SIDE_HOLES_PIERCE,O0063,E1027,PP04,General,1,0,584,E1043,0
100260650.CO2_WELD,O0021,E1051,MIG01,General,1,0,256,E1010,1
F7900714.CO2_WELD,O0021,E1055,MIG04,General,1,0,1008,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,1,0,291,E1010,0
9259076592.1ST_DRAW,O0002,E1011,PP09,General,2,0,2182,E1010,1
100260650.CO2_WELD,O0021,E1051,MIG01,General,1,0,416,E1010,0
100260650.CO2_WELD,O0021,E1051,MIG01,General,2,0,240,E1010,0
100260650.CO2_WELD,O0021,E1051,MIG01,General,4,0,240,E1010,1
100260650.CO2_WELD,O0021,E1051,MIG01,General,5,0,240,E1010,0
100260650.CO2_WELD,O0021,E1051,MIG01,General,6,0,192,E1010,0
B1E23401-LEVER_ARM.BLANK,O0019,E1024,PP02,General,1,0,612,E1024,0
B1E23401-LEVER_ARM.3_HOLES_PIERCE,O0012,E1024,PP02,General,3,0,612,E1024,0
FD201713.BLANK_3_HOLES_PIERCE,O0090,E1024,PP02,General,4,0,504,E1024,1
FD201813.BLANK_3_HOLES_PIERCE,O0090,E1024,PP02,General,5,0,504,E1024,0
FD201713.FORM,O0041,E1024,PP02,General,6,0,504,E1024,0
FD201813.FORM,O0041,E1024,PP02,General,7,0,504,E1024,0
9253920206.DEBUR,O0026,E1030,DB01,General,1,0,3200,E1043,1
100261121.2ND_DRAW,O0003,E1033,HP05,General,1,0,380,E1043,0
9259076592.LEAK_CHECK,O0048,E1054,ROW2,General,1,0,1110,E1010,0
9259076592.2ND_DRAW,O0003,E1011,PP10,General,1,0,291,E1010,0
9709090124.1ST_DRAW,O0002,E1033,HP02,General,1,0,260,E1043,0
9709090124.1ST_DRAW,O0002,E1033,HP02,General,2,0,200,E1043,0
