OPERATION_PRODUCT,OPERATION_ID,EMPLOYEE_ID,MACHINE_CODE,SHIFT,HOUR,OT_FLAG,PLANED_QUANTITY,PM_EMPLOYEE_ID,IS_SCRAP
9700515532-9709050284.2ND_DRAW,O0003,E039,HP04,General,1,0,680,E1043,1
9700515532-9709050284.3RD_DRAW,O0004,E039,HP05,General,1,0,680,E1043,0
9253010242.BLANK,O0019,E1024,BL01,General,1,0,2400,E1024,0
100260710.DEBUR,O0026,E1042,DB01,General,1,0,803,E1010,0
100260710.CO2_WELD,O0021,E1059,MIG01,General,1,0,803,E1010,0
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,878,E1010,1
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,1,0,849,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,2,0,1136,E1010,0
100262820.CURL,O0025,E1059,MIG05,General,1,0,250,E1010,1
100262820.CO2_WELD,O0021,E1059,MIG06,General,1,0,250,E1010,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,1,0,260,E1010,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,2,0,360,E1010,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,4,0,280,E1010,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,5,0,360,E1010,1
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,6,0,260,E1010,0
100262820.CURL,O0025,E1059,MIG05,General,1,0,262,E1010,0
FE300513.REFORM,O0130,E1035,HP02,General,1,0,510,E1043,0
9700515532-9709050284.COLLAR_FORM,O0022,E1035,HP02,General,2,0,680,E1043,0
F1105313-WHEEL_NUT.FORM,O0041,E1035,HP02,General,3,0,1000,E1043,0
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,258,E1010,0
9259076592.NOTCH,O0051,E1053,NM01,General,2,0,178,E1010,0
9254916692.4TH_DRAW,O0005,E1027,HP03,General,1,0,394,E1043,0
9259076592.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,2,0,442,E1010,1
9259076592.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,854,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,1,0,240,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,2,0,130,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,3,0,240,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,6,0,240,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,8,0,275,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,1,0,120,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,2,0,130,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,4,0,220,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,5,0,260,E1010,1
100260710.TRIM,O0072,E1011,PP11,General,7,0,355,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,8,0,275,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,1,0,120,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,2,0,10,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,4,0,220,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,5,0,260,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,7,0,355,E1010,0
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,8,0,275,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,1,0,120,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,2,0,129,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,3,0,240,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,4,0,220,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,5,0,260,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,6,0,240,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,8,0,275,E1010,1
100260710.2ND_DRAW,O0003,E057,PP10,General,1,0,1865,E1010,0
100260710.TRIM,O0072,E057,PP11,General,1,0,1865,E1010,0
100260710.TOP_SIDE_HOLES_PIERCE,O0071,E057,PP13,General,1,0,1866,E1010,0
9253010242.BLANK,O0019,E1024,BL01,General,1,0,2315,E1024,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,1,0,180,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,2,0,240,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,3,0,220,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,4,0,260,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,7,0,280,E1010,0
100262820.CURL,O0025,E1059,MIG05,General,1,0,2668,E1010,0
FL205613.SPOT_WELD,O0068,E1052,SW01,General,1,0,524,E1010,1
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,972,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,1,0,708,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,2,0,442,E1010,0
100260710.1ST_DRAW,O0002,E1011,PP09,General,1,0,1840,E1010,0
100260710.2ND_DRAW,O0003,E1011,PP10,General,1,0,1840,E1010,0
100260710.TRIM,O0072,E1011,PP11,General,1,0,1840,E1010,1
100260710.9_HOLES_PIERCE_EMBOSS,O0088,E1011,PP12,General,1,0,1960,E1010,0
100261280.CO2_WELD,O0021,E1059,MIG01,General,1,0,196,E1010,0
100261280.CO2_WELD,O0021,E1059,MIG01,General,2,0,280,E1010,0
100261280.CO2_WELD,O0021,E1059,MIG01,General,3,0,284,E1010,0
9254916692.1ST_DRAW,O0002,E057,HP06,General,1,0,410,E1019,0
9254916692.1ST_DRAW,O0002,E057,HP06,General,2,0,2,E1019,0
9254916692.2ND_DRAW,O0003,E1028,HP04,General,1,0,412,E1019,0
B5433269.CROP_3_HOLES_PIERCE,O0105,E1031,PP06,General,1,0,506,E1019,0
B0Y00851.CROP,O0102,E1036,PP02,General,1,0,150,E1019,0
9254916692.3RD_DRAW,O0004,E1001,HP05,General,1,0,522,E1019,0
9254916692.4TH_DRAW,O0005,E1001,HP05,General,2,0,580,E1019,0
9254916692.EMBOSS,O0030,E057,PP02,General,1,0,1035,E1019,0
9254916692.TOP_HOLES_PIERCE,O0070,E1001,PP02,General,1,0,1035,E1019,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,1200,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,2,0,692,E1010,0
9253010242.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,1,0,742,E1010,0
9253010242.ROBOT_CO2_WELD,O0060,E1024,ROW2,General,2,0,1050,E1010,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,1,0,742,E1010,0
F1103713.TRIM,O0072,E1043,HP05,General,1,0,433,E1043,0
F1103713.CENTRE_PIERCE,O0020,E1043,HP05,General,2,0,433,E1043,0
F1105313-WHEEL_NUT.FLARE,O0114,E1043,HP05,General,4,0,1000,E1043,0
F1105313-WHEEL_NUT.TRIM,O0072,E1043,HP05,General,5,0,1000,E1043,0
9709010394.1ST_DRAW,O0002,E1043,HP05,General,1,0,44,E1043,0
9709010394.2ND_DRAW,O0003,E1043,HP05,General,2,0,44,E1043,0
9709010394.3RD_DRAW,O0004,E1043,HP05,General,3,0,44,E1043,0
9709010394.TRIM,O0072,E1043,HP05,General,5,0,44,E1043,0
9709010394.FLANGE_HOLE_PIERCE,O0031,E1043,HP05,General,6,0,556,E1043,0
9709010394.SIZE,O0064,E1043,HP05,General,7,0,556,E1043,0
F7900714.CENTRE_PIERCE,O0020,E1031,PP06,General,1,0,216,E1015,0
9253920206.TRIM,O0072,E1011,PP11,General,1,0,4131,E1010,0
9253920206.LIP_FORM,O0050,E1011,PP12,General,1,0,4131,E1010,0
9253920206.TOP_HOLES_PIERCE,O0070,E1011,PP13,General,1,0,4131,E1010,0
B0Y00851.SPOT_WELD,O0068,E1052,SW01,General,1,0,120,E1010,0
B0Y00851.SPOT_WELD,O0068,E1052,SW01,General,2,0,150,E1010,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,1,0,460,E1010,0
100261520.2ND_DRAW,O0003,E1029,HP03,General,1,0,1470,E1019,0
F8419814.CO2_WELD,O0021,E1056,MIG05,General,1,0,320,E1010,0
F2834413.FOLD,O0037,E1035,HP02,General,2,0,432,E1043,0
F2834513.FOLD,O0037,E1035,HP02,General,3,0,432,E1043,0
F2834413.TRIM_3_HOLES_PIERCE_PART,O0148,E1031,PP06,General,1,0,432,E1043,0
F2834513.TRIM_3_HOLES_PIERCE_PART,O0148,E1031,PP06,General,2,0,432,E1043,0
FD201713.BLANK_3_HOLES_PIERCE,O0090,E1031,PP06,General,3,0,567,E1043,0
FD201813.BLANK_3_HOLES_PIERCE,O0090,E1031,PP06,General,4,0,567,E1043,0
9709090124.BLANK,O0019,E1031,PP06,General,6,0,2100,E1015,0
F2834413.PARTNO_PUNCH,O0127,E039,MP01,General,1,0,432,E1043,0
9709090124.3RD_DRAW,O0004,E040,HP04,General,1,0,700,E1043,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,1,0,1005,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,260,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,550,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,2,0,549,E1010,0
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,506,E1010,0
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,2,0,602,E1010,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,1,0,506,E1010,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,3,0,242,E1010,0
9253920206.BLANK,O0019,E1024,BL01,General,2,0,3900,E1024,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,2,0,900,E1010,0
9701910114.BLANK,O0019,E1024,BL01,General,1,0,2110,E1024,0
9709090124.3RD_DRAW,O0004,E040,HP04,General,1,0,1406,E1015,0
9709090124.3RD_DRAW,O0004,E040,HP04,General,1,0,900,E1015,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,1,0,310,E1010,0
F2839513.RIB_FORM,O0132,E1031,PP06,General,1,0,200,E1043,0
F2839613.PART,O0123,E1031 ,PP06,General,4,0,200,E1043,0
B5503206.BLANK,O0019,E1031,PP06,General,7,0,300,E1043,0
B5503208.BLANK,O0019,E1031,PP06,General,8,0,304,E1043,0
B5437304-F2866213.BLANK,O0019,E1031,PP06,General,10,1,504,E1043,0
B5437305-F2866313.BLANK,O0019,E1031,PP06,General,11,1,504,E1043,0
B5503204.BLANK,O0019,E1031,PP06,General,13,1,300,E1043,0
B5437304-F2866213.FOLD,O0037,E1035,HP02,General,14,1,100,E1043,0
F6A01613.BLANK_2_HOLES_PIERCE,O0089,E1036,PP04,General,3,0,590,E1043,0
FD202413.FOLD,O0037,E1037,PP04,General,1,0,499,E1043,0
FD202313.FOLD,O0037,E1037,PP04,General,2,0,499,E1043,0
FD201813.FORM,O0041,E1037,PP04,General,4,0,567,E1043,0
F2839513.FOLD,O0037,E1032,HP02,General,1,0,199,E1043,0
F2839613.FOLD,O0037,E1032,HP02,General,2,0,200,E1043,0
B0Y17729.FORM,O0041,E1032,HP02,General,4,0,100,E1043,0
F6A01513.FOLD,O0037,E1036,PP03,General,1,0,573,E1043,0
F6A01613.FOLD,O0037,E1036,PP03,General,2,0,590,E1043,0
B5503206.FORM,O0041,E1036,PP03,General,3,0,300,E1043,0
B5503206.2_HOLES_PIERCE,O0008,E1036,PP03,General,4,0,300,E1043,0
FD202313.PART_HOLE_PIERCE,O0126,E1027,PP02,General,2,0,499,E1043,0
FD202313.FLARE,O0114,E1027,PP02,General,4,0,499,E1043,0
F1146514.FORM,O0041,E056,HP03,General,1,0,500,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,2,0,139,E1043,0
B5433265-F2862613.RIB_FORM1,O0133,E1035,HP02,General,1,0,298,E1043,0
B5433265-F2862713.TRIM_CENTRE_PIERCE_6_HOLES_PIERCE,O0151,E1012,PP07,General,1,0,504,E1043,0
B5433265-F2862613.OUTER_TRIM_2_HOLES_PIERCE,O0122,E1012,PP07,General,2,0,298,E1043,0
B5433265-F2862613.CENTRE_PIERCE_4_HOLES_PIERCE,O0097,E1012,PP07,General,3,0,298,E1043,0
100262820.FORM,O0041,E1012,PP07,General,4,0,700,E1043,0
B0Y17729.TRIM_2_HOLES_PIERCE,O0146,E1012,PP07,General,5,0,100,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,1,0,500,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,2,0,550,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,3,0,500,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,4,0,620,E1043,0
F1146514.CENTRE_PIERCE,O0020,E039,PP03,General,2,0,500,E1043,0
F1146514.HOLE_PIERCE,O0043,E1037,PP03,General,3,0,175,E1043,0
F1146514.TRIM,O0072,E1036,PP02,General,2,0,500,E1043,0
F2860713.CO2_WELD,O0021,E1056,MIG05,General,1,0,1000,E1010,0
F7900714.CO2_WELD,O0021,E1056,MIG05,General,2,0,216,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,500,E1010,0
9709090124.3RD_DRAW,O0004,E040,HP04,General,1,0,94,E1043,0
4721951294.DEBUR,O0026,E1001,DB01,General,1,0,1453,E1015,0
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,310,E1010,0
B0Y18702.SPOT_WELD,O0068,E1052,SW01,General,2,0,777,E1010,0
B5503206.SPOT_WELD,O0068,E1052,SW01,General,1,0,300,E1010,0
B1E20504.CO2_WELD_1,O0098,E1054,ROW1,General,1,0,90,E1060,0
B1E20504.CO2_WELD_1,O0098,E1054,ROW1,General,2,0,31,E1060,0
F1146514.HOLE_PIERCE,O0043,E1037,PP03,General,1,0,325,E1043,0
F1146514.PARTNO_PUNCH,O0127,E1037,PP03,General,2,0,500,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,720,E1015,0
100261520.CO2_WELD,O0021,E1024,MIG04,General,1,0,250,E1060,0
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,310,E1010,0
100261520.LEAK_CHECK,O0048,E1024,LM01,General,1,0,250,E1024,0
100261520.LEAK_CHECK,O0048,E1024,LM01,General,2,0,224,E1010,0
100261520.LEAK_CHECK,O0048,E1024,LM01,General,3,0,300,E1010,0
100261520.CO2_WELD,O0021,E1024,MIG04,General,1,0,224,E1010,0
100261520.CO2_WELD,O0021,E1024,MIG04,General,2,0,300,E1010,0
100261520.CO2_WELD,O0021,E1024,MIG04,General,3,0,196,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,400,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,2,0,50,E1010,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,2,0,310,E1010,0
100262820.CURL,O0025,E1055,MIG03,General,1,0,700,E1010,0
100262820.CO2_WELD,O0021,E1055,MIG04,General,2,0,700,E1010,0
B5503203.FORM,O0041,E1036,PP03,General,1,0,300,E1043,0
B5503204.FORM,O0041,E1036,PP03,General,2,0,300,E1043,0
B5503203.FOLD,O0037,E1036,PP03,General,3,0,300,E1043,0
B5437304-F2866213.FOLD,O0037,E1035,HP02,General,1,0,404,E1043,0
B5437305-F2866313.FOLD,O0037,E1035,HP02,General,2,0,404,E1043,0
B5437304-F2866213.U_FOLD,O0096,E1035,HP02,General,3,0,504,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,1,0,1500,E1043,0
B0Y17729.FORM,O0041,E1032,HP02,General,1,0,95,E1043,0
B0Y17729.REFORM,O0130,E1012,PP07,General,1,0,100,E1043,0
B0Y17729.TRIM_2_HOLES_PIERCE,O0146,E1012,PP07,General,3,0,95,E1043,0
B0Y17729.REFORM,O0130,E1012,PP07,General,4,0,95,E1043,0
B0Y17729.OUTER_TRIM,O0121,E1012,PP07,General,5,0,95,E1043,0
B0105204-F1M03414.BLANK_6_HOLES_PIERCE,O0092,E1031,PP06,General,1,0,210,E1043,0
B0105205-F1M03514.BLANK_6_HOLES_PIERCE,O0092,E1031,PP06,General,2,0,210,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,350,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,2,0,270,E1015,0
9253920205.DEBUR,O0026,E1050,DB01,General,1,0,2917,E1015,0
B0105204-F1M03414.BEND,O0015,E1032,PP03,General,1,0,210,E1015,0
B0105205-F1M03514.BEND,O0015,E1032,PP03,General,2,0,210,E1015,0
B0105205-F1M03514.FORM,O0041,E1047,HP02,General,2,0,210,E1015,0
9253010242.TOP_HOLES_PIERCE,O0070,E1011,PP09-13,General,1,0,25,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,2,0,236,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,3,0,250,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,4,0,107,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,5,0,270,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,6,0,240,E1010,0
9709090124.3RD_DRAW,O0004,E1033,HP06,Second,2,0,200,E1043,0
9709090124.3RD_DRAW,O0004,E1033,HP06,Second,1,0,150,E1043,0
9709090124.3RD_DRAW,O0004,E1033,HP06,Second,2,0,150,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,Second,1,0,200,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,Second,2,0,100,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,Second,3,0,100,E1043,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,1,0,370,E1015,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,2,0,402,E1015,0
9709090124.COLLAR_FORM,O0022,E056,HP03,General,4,0,545,E1015,0
B5433265.SPOT_WELD,O0068,E1052,SW02,General,1,0,110,E1010,0
100261280.BLANK,O0019,E1024,BL01,General,1,0,3575,E1024,0
100261280.EMBOSS,O0030,E1011,PP09-13,General,1,0,800,E1024,0
9709090124.3RD_DRAW,O0004,E1033,HP06,General,1,0,166,E1015,0
9709090124.3RD_DRAW,O0004,E1033,HP06,General,3,0,29,E1015,0
100261280.EMBOSS,O0030,E1011,PP09-13,General,3,0,300,E1010,0
4721951294.BLANK,O0019,E1012,PP07,General,1,0,2160,E1015,0
100262820.FORM,O0041,E1012,PP07,General,2,0,2050,E1043,0
B0105204-GUSSET2.BLANK,O0019,E1012,PP07,General,3,0,850,E1043,0
9709090124.3RD_DRAW,O0004,E1033,HP06,General,1,0,500,E1015,0
100261520.CO2_WELD,O0021,E1024,MIG04,General,1,0,224,E1010,0
9253010242.ROBOT_CO2_WELD,O0060,E1054,ROW2,General,1,0,34,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,3,0,107,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,4,0,20,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,5,0,30,E1010,0
9253010242.NOTCH,O0051,E1053,NM01,General,1,0,5,E1010,0
9259076592.NOTCH,O0051,E1053,NM01,General,3,0,270,E1010,0
9253010242.LEAK_CHECK,O0048,E1054,LM01,General,1,0,34,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,3,0,107,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,5,0,30,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,2,0,200,E1010,0
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,236,E1010,0
100262820.CURL,O0025,E1055,MIG03,General,1,0,480,E1010,0
100262820.FORM,O0041,E1012,PP07,General,1,0,2000,E1015,0
100262820.CO2_WELD,O0021,E1055,MIG04,General,1,0,480,E1010,0
B5503204.2_HOLES_PIERCE,O0008,E1037,PP03,General,2,0,300,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,1,0,230,E1043,0
9253920206.DEBUR,O0026,E1030,DB01,General,1,0,3900,E1043,0
B0105204-F1M03414.PARTNO_PUNCH,O0127,E1032,PP02,General,1,0,210,E1043,0
B0105205-F1M03514.PARTNO_PUNCH,O0127,E1032,PP02,General,2,0,210,E1043,0
B5503294.JAGGLE,O0117,E1032,PP02,General,4,0,308,E1015,0
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,250,E1010,0
F2839513.2_HOLES_PIERCE,O0008,E1031,PP06,General,1,0,199,E1043,0
F2839613.2_HOLES_PIERCE,O0008,E1031,PP06,General,2,0,200,E1043,0
9253920415.BLANK,O0019,E1024,SH01,General,1,0,750,E1024,0
B5433265-F2862613.RIB_FORM1,O0133,E1024,SH01,General,2,0,206,E1024,0
B5433265.SPOT_WELD,O0068,E1052,SW02,General,1,0,186,E1010,0
B5503259.SPOT_WELD,O0068,E1052,SW01,General,1,0,115,E1010,0
B0Y04718.SPOT_WELD,O0068,E1052,SW01,General,3,0,186,E1010,0
B5437304.SPOT_WELD1,O0135,E1052,SW01,General,4,0,150,E1010,0
B5503294.SPOT_WELD,O0068,E1052,SW01,General,1,0,308,E1010,0
B5503204.SPOT_WELD,O0068,E1052,SW01,General,3,0,300,E1010,0
B5503208.SPOT_WELD,O0068,E1052,SW01,General,4,0,304,E1010,0
F6A03013.TRIM,O0072,E1037,PP03,General,2,0,357,E1043,0
B5503294.CO2_WELD,O0021,E1056,MIG04,General,1,0,307,E1010,0
9253920206.BLANK,O0019,E1024,BL01,General,2,0,2770,E1024,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,1,0,2770,E1043,0
9253920206.LETTER_PUNCH,O0049,E1030,PP08,General,2,0,151,E1043,0
9253920206.DEBUR,O0026,E1030,DB01,General,2,0,151,E1043,0
B5433265-F2862613.RIB_FORM2,O0134,E1035,HP02,General,1,0,206,E1043,0
100261280.CO2_WELD,O0021,E1059,MIG01,General,2,0,288,E1010,0
100261280.CO2_WELD,O0021,E1059,MIG01,General,3,0,288,E1010,0
9259076592.NOTCH,O0051,E1053,NM01,General,1,0,240,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,1,0,270,E1010,0
9259076592.ROBOT_CO2_WELD,O0060,E1024 ,ROW2,General,2,0,240,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,2,0,240,E1010,0
9259076592.LEAK_CHECK,O0048,E1054,LM01,General,3,0,453,E1010,0
100262820.CURL,O0025,E1055,MIG03,General,2,0,300,E1010,0
100262820.CURL,O0025,E1055,MIG03,General,3,0,350,E1010,0
100262820.CO2_WELD,O0021,E1055,MIG04,General,2,0,300,E1010,0
F6A03113.RIB_FORM,O0132,E1036,PP03,General,1,0,357,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,1,0,180,E1010,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,General,2,0,240,E1010,0
B0Y04718.CO2_WELD,O0021,E1056,MIG05,General,1,0,186,E1010,0
9701910114.BLANK,O0019,E1024,BL01,General,1,0,2400,E1024,0
3700510002-3700510004.1ST_DRAW,O0002,E040,HP04,Second,1,0,150,E1043,0
3700510002-3700510004.1ST_DRAW,O0002,E040,HP04,Second,2,0,150,E1043,0
3700510002-3700510004.TOP_FORM,O0069,E039,HP03,Second,1,0,150,E1043,0
3700510002-3700510004.TOP_FORM,O0069,E039,HP03,Second,2,0,150,E1043,0
3700510002-3700510004.TOP_FORM,O0069,E039,HP03,Second,3,0,150,E1043,0
3700510002-3700510004.3RD_DRAW,O0004,E040,HP05,Second,1,0,150,E1043,0
3700510002-3700510004.3RD_DRAW,O0004,E040,HP05,Second,3,0,150,E1043,0
3700510002-3700510004.2ND_DRAW,O0003,E039,HP05,Second,1,0,150,E1043,0
3700510002-3700510004.2ND_DRAW,O0003,E039,HP05,Second,2,0,150,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,1,0,220,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,3,0,250,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,4,0,250,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,5,0,250,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,6,0,300,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,8,0,350,E1043,0
9259076592.TOP_HOLES_PIERCE,O0070,E057,PP09-13,Second,9,1,200,E1043,0
3700510002-3700510004.1ST_DRAW,O0002,E040,HP04,Second,1,0,150,E1043,0
F0708010.SQUARE_CUT2,O0139,E1036,PP02,General,1,0,10,E1015,0
F0708010.PARTNO_PUNCH,O0127,E1036,PP04,General,1,0,10,E1015,0
